ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000204525	NX_P10321	HLA-C	ENSG00000204525.16	protein_coding	6	31268749	31272130	protein	PE1	0	-	0
ENSG00000204531	NX_Q01860	POU5F1	ENSG00000204531.17	protein_coding	6	31164337	31180731	protein	PE1	0	-	0
ENSG00000204532	NX_A6NGD5	ZSCAN5C	ENSG00000204532.6	protein_coding	19	56202301	56209452	transcript	PE2	1	+	0
ENSG00000204536	NX_Q8TD31	CCHCR1	ENSG00000204536.13	protein_coding	6	31142439	31158238	protein	PE1	0	-	0
ENSG00000204538	NX_Q9UIG4	PSORS1C2	ENSG00000204538.3	protein_coding	6	31137536	31139350	protein	PE1	0	-	1
ENSG00000204539	NX_Q15517	CDSN	ENSG00000204539.3	protein_coding	6	31115090	31120446	protein	PE1	0	-	0
ENSG00000204540	NX_Q9UIG5	PSORS1C1	ENSG00000204540.10	protein_coding	6	31114750	31140092	transcript	PE2	1	+	1
ENSG00000204542	NX_Q6UXA7	C6orf15	ENSG00000204542.2	protein_coding	6	31111223	31112559	protein	PE1	0	-	1
ENSG00000204544	NX_Q5SSG8	MUC21	ENSG00000204544.5	protein_coding	6	30983718	30989903	protein	PE1	0	+	0
ENSG00000204548	NX_Q5J5C9	DEFB121	ENSG00000204548.3	protein_coding	20	31404845	31412838	protein	PE1	0	-	0
ENSG00000204560	NX_O60231	DHX16	ENSG00000204560.9	protein_coding	6	30653119	30673037	protein	PE1	0	-	0
ENSG00000204564	NX_Q5SQH8	C6orf136	ENSG00000204564.11	protein_coding	6	30647039	30653210	protein	PE1	0	+	1
ENSG00000204568	NX_Q9Y676	MRPS18B	ENSG00000204568.11	protein_coding	6	30617709	30626395	protein	PE1	0	+	0
ENSG00000204569	NX_Q96QC0	PPP1R10	ENSG00000204569.9	protein_coding	6	30600400	30618612	protein	PE1	0	-	0
ENSG00000204571	NX_Q6L8G4	KRTAP5-11	ENSG00000204571.6	protein_coding	11	71579714	71603353	protein	PE1	0	-	0
ENSG00000204572	NX_Q6L8G5	KRTAP5-10	ENSG00000204572.9	protein_coding	11	71565563	71566738	transcript	PE2	1	+	0
ENSG00000204574	NX_Q8NE71	ABCF1	ENSG00000204574.12	protein_coding	6	30571376	30597179	protein	PE1	0	+	0
ENSG00000204576	NX_P79522	PRR3	ENSG00000204576.11	protein_coding	6	30556886	30563723	protein	PE1	0	+	0
ENSG00000204577	NX_O75022	LILRB3	ENSG00000204577.11	protein_coding	19	54216278	54223506	protein	PE1	0	-	0
ENSG00000204580	NX_Q08345	DDR1	ENSG00000204580.13	protein_coding	6	30876421	30900156	protein	PE1	0	+	0
ENSG00000204583	NX_A6NCL2	LRCOL1	ENSG00000204583.9	protein_coding	12	132603150	132610543	protein	PE1	0	-	0
ENSG00000204590	NX_P36915	GNL1	ENSG00000204590.12	protein_coding	6	30541377	30557174	protein	PE1	0	-	0
ENSG00000204592	NX_P13747	HLA-E	ENSG00000204592.8	protein_coding	6	30489467	30494205	protein	PE1	0	+	0
ENSG00000204595	NX_A6NFQ7	DPRX	ENSG00000204595.1	protein_coding	19	53632056	53637009	transcript	PE2	1	+	0
ENSG00000204599	NX_Q9HCM9	TRIM39	ENSG00000204599.14	protein_coding	6	30326479	30343729	protein	PE1	0	+	0
ENSG00000204604	NX_Q5VIY5	ZNF468	ENSG00000204604.10	protein_coding	19	52838008	52890375	protein	PE1	0	-	0
ENSG00000204610	NX_Q9C019	TRIM15	ENSG00000204610.12	protein_coding	6	30163206	30172696	protein	PE1	0	+	0
ENSG00000204611	NX_Q08AN1	ZNF616	ENSG00000204611.6	protein_coding	19	52113091	52139922	protein	PE1	0	-	0
ENSG00000204612	NX_Q5VYV0	FOXB2	ENSG00000204612.1	protein_coding	9	77019655	77020953	transcript	PE2	1	+	0
ENSG00000204613	NX_Q9UDY6	TRIM10	ENSG00000204613.10	protein_coding	6	30151945	30160934	protein	PE1	0	-	0
ENSG00000204614	NX_Q6P9F5	TRIM40	ENSG00000204614.8	protein_coding	6	30136108	30148735	protein	PE1	0	+	0
ENSG00000204616	NX_Q9BZY9	TRIM31	ENSG00000204616.10	protein_coding	6	30102897	30113106	protein	PE1	0	-	0
ENSG00000204618	NX_Q9H2S5	RNF39	ENSG00000204618.8	protein_coding	6	30070266	30075887	protein	PE1	0	-	0
ENSG00000204619	NX_O60927	PPP1R11	ENSG00000204619.7	protein_coding	6	30066709	30070333	protein	PE1	0	+	0
ENSG00000204624	NX_Q9P2K9	DISP3	ENSG00000204624.7	protein_coding	1	11479166	11537584	protein	PE1	0	+	0
ENSG00000204628	NX_P63244	RACK1	ENSG00000204628.11	protein_coding	5	181236909	181248096	protein	PE1	0	-	0
ENSG00000204632	NX_P17693	HLA-G	ENSG00000204632.11	protein_coding	6	29826967	29831125	protein	PE1	0	+	0
ENSG00000204634	NX_O95759	TBC1D8	ENSG00000204634.12	protein_coding	2	101007617	101252866	protein	PE1	0	-	0
ENSG00000204640	NX_Q5H8A3	NMS	ENSG00000204640.1	protein_coding	2	100470482	100483280	transcript	PE2	1	+	0
ENSG00000204642	NX_P30511	HLA-F	ENSG00000204642.13	protein_coding	6	29722775	29738528	protein	PE1	0	+	0
ENSG00000204644	NX_Q9NU63	ZFP57	ENSG00000204644.9	protein_coding	6	29672392	29681110	protein	PE1	0	-	0
ENSG00000204648	NX_Q7RTT3	SSX9P	ENSG00000204648.11	transcribed_unprocessed_pseudogene	X	48296816	48306179	uncertain	PE5	0	-	0
ENSG00000204653	NX_A6ND91	ASPDH	ENSG00000204653.9	protein_coding	19	50511600	50514690	protein	PE1	0	-	0
ENSG00000204655	NX_Q16653	MOG	ENSG00000204655.11	protein_coding	6	29656981	29672372	protein	PE1	0	+	0
ENSG00000204657	NX_O95918	OR2H2	ENSG00000204657.4	protein_coding	6	29585121	29590500	transcript	PE2	1	+	0
ENSG00000204659	NX_A6NI87	CBY3	ENSG00000204659.4	protein_coding	5	179678583	179680974	protein	PE1	0	-	0
ENSG00000204661	NX_A6NFR6	C5orf60	ENSG00000204661.9	protein_coding	5	179641544	179645046	protein	PE1	0	-	1
ENSG00000204662	NX_Q5W188	CST9LP1	ENSG00000204662.2	unprocessed_pseudogene	20	23547764	23550652	uncertain	PE5	0	-	0
ENSG00000204669	NX_Q5W0N0	C9orf57	ENSG00000204669.9	protein_coding	9	72051376	72072721	transcript	PE2	1	-	1
ENSG00000204671	NX_Q6EBC2	IL31	ENSG00000204671.1	protein_coding	12	122172030	122174199	protein	PE1	0	-	0
ENSG00000204673	NX_Q96B36	AKT1S1	ENSG00000204673.10	protein_coding	19	49869033	49878459	protein	PE1	0	-	0
ENSG00000204681	NX_Q9UBS5	GABBR1	ENSG00000204681.10	protein_coding	6	29555629	29633976	protein	PE1	0	-	0
ENSG00000204682	NX_Q5T4H9	CASC10	ENSG00000204682.5	protein_coding	10	21492658	21497262	transcript	PE2	1	-	1
ENSG00000204683	NX_Q5VZT2	C10orf113	ENSG00000204683.10	protein_coding	10	21125763	21146559	transcript	PE2	1	-	1
ENSG00000204687	NX_P35410	MAS1L	ENSG00000204687.4	protein_coding	6	29486697	29487956	transcript	PE2	1	-	0
ENSG00000204688	NX_Q9GZK4	OR2H1	ENSG00000204688.9	protein_coding	6	29457181	29464328	transcript	PE2	1	+	0
ENSG00000204694	NX_Q9GZK7	OR11A1	ENSG00000204694.11	protein_coding	6	29425504	29457071	transcript	PE2	1	-	0
ENSG00000204695	NX_Q9UGF5	OR14J1	ENSG00000204695.4	protein_coding	6	29301701	29313017	transcript	PE2	1	+	0
ENSG00000204700	NX_O76002	OR2J2	ENSG00000204700.5	protein_coding	6	29170907	29175811	transcript	PE2	1	+	0
ENSG00000204701	NX_O76001	OR2J3	ENSG00000204701.2	protein_coding	6	29108059	29114770	protein	PE1	0	+	0
ENSG00000204702	NX_Q9GZK6	OR2J1	ENSG00000204702.5	protein_coding	6	29099657	29102701	homology	PE3	1	+	0
ENSG00000204703	NX_O76000	OR2B3	ENSG00000204703.5	protein_coding	6	29086208	29087313	homology	PE3	1	-	0
ENSG00000204704	NX_Q9Y3N9	OR2W1	ENSG00000204704.2	protein_coding	6	29044213	29045240	transcript	PE2	1	-	0
ENSG00000204709	NX_Q5JQF7	LINC01556	ENSG00000204709.4	lincRNA	6	28943877	28944537	predicted	PE4	1	+	1
ENSG00000204710	NX_Q5MJ68	SPDYC	ENSG00000204710.2	protein_coding	11	65170154	65173244	protein	PE1	0	+	0
ENSG00000204711	NX_Q5VTT2	C9orf135	ENSG00000204711.8	protein_coding	9	69820793	69906232	protein	PE1	0	+	1
ENSG00000204713	NX_P14373	TRIM27	ENSG00000204713.10	protein_coding	6	28903002	28923989	protein	PE1	0	-	0
ENSG00000204740	NX_Q5VYJ5	MALRD1	ENSG00000204740.10	protein_coding	10	19048771	19790401	protein	PE1	0	+	0
ENSG00000204764	NX_Q9H2T7	RANBP17	ENSG00000204764.13	protein_coding	5	170861870	171300015	protein	PE1	0	+	0
ENSG00000204767	NX_A6NMK8	INSYN2B	ENSG00000204767.3	protein_coding	5	169864264	169980740	protein	PE1	0	-	1
ENSG00000204779	NX_Q5VV16	FOXD4L5	ENSG00000204779.2	protein_coding	9	65282101	65285209	transcript	PE2	1	-	0
ENSG00000204802	NX_Q5XG85	-	ENSG00000204802.3	lincRNA	9	62374128	62376836	uncertain	PE5	0	-	0
ENSG00000204814	NX_Q5VSD8	-	ENSG00000204814.5	lincRNA	9	61659733	61662690	predicted	PE4	1	+	1
ENSG00000204815	NX_Q96NG3	TTC25	ENSG00000204815.9	protein_coding	17	41930635	41965651	protein	PE1	0	+	0
ENSG00000204822	NX_Q96EL3	MRPL53	ENSG00000204822.6	protein_coding	2	74471958	74473322	protein	PE1	0	-	0
ENSG00000204839	NX_A6NGR9	MROH6	ENSG00000204839.8	protein_coding	8	143566187	143572971	protein	PE1	0	-	1
ENSG00000204842	NX_Q99700	ATXN2	ENSG00000204842.15	protein_coding	12	111443485	111599676	protein	PE1	0	-	0
ENSG00000204843	NX_Q14203	DCTN1	ENSG00000204843.12	protein_coding	2	74361154	74392087	protein	PE1	0	-	0
ENSG00000204849	NX_Q5TZJ5	SPATA31A1	ENSG00000204849.7	protein_coding	9	39355669	39361959	protein	PE1	0	+	0
ENSG00000204851	NX_Q9ULN7	PNMA8B	ENSG00000204851.6	protein_coding	19	46486906	46496498	protein	PE1	0	-	1
ENSG00000204852	NX_Q2MV58	TCTN1	ENSG00000204852.15	protein_coding	12	110614027	110649430	protein	PE1	0	+	0
ENSG00000204856	NX_Q8WUB2	FAM216A	ENSG00000204856.11	protein_coding	12	110468364	110490385	protein	PE1	0	+	1
ENSG00000204859	NX_P10074	ZBTB48	ENSG00000204859.12	protein_coding	1	6580001	6589280	protein	PE1	0	+	0
ENSG00000204860	NX_Q5SY85	FAM201A	ENSG00000204860.4	antisense	9	38620474	38624990	predicted	PE4	1	+	1
ENSG00000204866	NX_Q6UWQ7	IGFL2	ENSG00000204866.8	protein_coding	19	46143106	46161299	transcript	PE2	1	+	0
ENSG00000204869	NX_Q6B9Z1	IGFL4	ENSG00000204869.8	protein_coding	19	46039748	46077118	transcript	PE2	1	-	0
ENSG00000204872	NX_Q9UHF3	NAT8B	ENSG00000204872.4	polymorphic_pseudogene	2	73700576	73701340	uncertain	PE5	0	-	0
ENSG00000204873	NX_Q9BYQ3	KRTAP9-3	ENSG00000204873.4	protein_coding	17	41232463	41233454	protein	PE1	0	+	0
ENSG00000204880	NX_Q9BYQ9	KRTAP4-8	ENSG00000204880.7	protein_coding	17	41096981	41098141	protein	PE1	0	-	0
ENSG00000204882	NX_Q99678	GPR20	ENSG00000204882.3	protein_coding	8	141356500	141367267	protein	PE1	0	-	0
ENSG00000204887	NX_P0C5Y4	KRTAP1-4	ENSG00000204887.4	protein_coding	17	41029697	41030104	transcript	PE2	1	-	0
ENSG00000204889	NX_Q6A162	KRT40	ENSG00000204889.10	protein_coding	17	40977716	40987135	protein	PE1	0	-	0
ENSG00000204897	NX_Q7Z3Z0	KRT25	ENSG00000204897.6	protein_coding	17	40748021	40755332	protein	PE1	0	-	0
ENSG00000204899	NX_Q08AG7	MZT1	ENSG00000204899.5	protein_coding	13	72708357	72727687	protein	PE1	0	-	0
ENSG00000204904	NX_Q5VT33	LINC01545	ENSG00000204904.7	lincRNA	X	46887417	46899703	predicted	PE4	1	-	1
ENSG00000204909	NX_Q5DT21	SPINK9	ENSG00000204909.7	protein_coding	5	148321203	148339849	protein	PE1	0	+	0
ENSG00000204913	NX_A6NJW4	LRRC3C	ENSG00000204913.5	protein_coding	17	39941474	39944747	transcript	PE2	1	+	1
ENSG00000204918	NX_P86481	PRR20B	ENSG00000204918.3	protein_coding	13	57147488	57150509	transcript	PE2	1	+	1
ENSG00000204919	NX_P86496	PRR20A	ENSG00000204919.1	protein_coding	13	57140918	57143939	transcript	PE2	1	+	1
ENSG00000204920	NX_Q12901	ZNF155	ENSG00000204920.10	protein_coding	19	43967862	43998325	protein	PE1	0	+	0
ENSG00000204922	NX_Q6UW78	UQCC3	ENSG00000204922.4	protein_coding	11	62670273	62673687	protein	PE1	0	+	0
ENSG00000204923	NX_Q5FWF7	FBXO48	ENSG00000204923.3	protein_coding	2	68459419	68467258	protein	PE1	0	-	0
ENSG00000204928	NX_A6NFK2	GRXCR2	ENSG00000204928.2	protein_coding	5	145858521	145937126	transcript	PE2	1	-	0
ENSG00000204930	NX_A6H8Z2	FAM221B	ENSG00000204930.9	protein_coding	9	35816391	35828747	protein	PE1	0	-	1
ENSG00000204936	NX_Q8N6Q3	CD177	ENSG00000204936.9	protein_coding	19	43353659	43363172	protein	PE1	0	+	0
ENSG00000204941	NX_Q15238	PSG5	ENSG00000204941.13	protein_coding	19	43166256	43186536	protein	PE1	0	-	0
ENSG00000204946	NX_Q6ZMS7	ZNF783	ENSG00000204946.9	protein_coding	7	149262171	149297302	protein	PE1	0	+	0
ENSG00000204947	NX_Q6IV72	ZNF425	ENSG00000204947.8	protein_coding	7	149102784	149126346	protein	PE1	0	-	0
ENSG00000204950	NX_A6NIK2	LRRC10B	ENSG00000204950.3	protein_coding	11	61508800	61511018	protein	PE1	0	+	1
ENSG00000204952	NX_Q5MNV8	FBXO47	ENSG00000204952.2	protein_coding	17	38936432	38967402	transcript	PE2	1	-	0
ENSG00000204954	NX_Q69YU5	C12orf73	ENSG00000204954.9	protein_coding	12	103950202	103965708	protein	PE1	0	-	1
ENSG00000204956	NX_Q9Y5H4	PCDHGA1	ENSG00000204956.5	protein_coding	5	141330571	141512981	transcript	PE2	1	+	0
ENSG00000204960	NX_A4D250	BLACE	ENSG00000204960.6	lincRNA	7	155356985	155367934	transcript	PE2	1	-	1
ENSG00000204961	NX_Q9Y5H5	PCDHA9	ENSG00000204961.6	protein_coding	5	140847463	141012344	transcript	PE2	1	+	0
ENSG00000204962	NX_Q9Y5H6	PCDHA8	ENSG00000204962.5	protein_coding	5	140841187	141012344	protein	PE1	0	+	0
ENSG00000204963	NX_Q9UN72	PCDHA7	ENSG00000204963.5	protein_coding	5	140834248	141012344	transcript	PE2	1	+	0
ENSG00000204965	NX_Q9Y5H7	PCDHA5	ENSG00000204965.8	protein_coding	5	140821604	141012344	protein	PE1	0	+	0
ENSG00000204967	NX_Q9UN74	PCDHA4	ENSG00000204967.10	protein_coding	5	140806929	141012344	protein	PE1	0	+	0
ENSG00000204969	NX_Q9Y5H9	PCDHA2	ENSG00000204969.6	protein_coding	5	140794852	141012344	protein	PE1	0	+	0
ENSG00000204970	NX_Q9Y5I3	PCDHA1	ENSG00000204970.9	protein_coding	5	140786136	141012347	protein	PE1	0	+	0
ENSG00000204977	NX_O60858	TRIM13	ENSG00000204977.9	protein_coding	13	49995888	50020481	protein	PE1	0	+	0
ENSG00000204978	NX_A6NGS2	ERICH4	ENSG00000204978.2	protein_coding	19	41443158	41444765	protein	PE1	0	+	1
ENSG00000204979	NX_Q5J8X5	MS4A13	ENSG00000204979.7	protein_coding	11	60515413	60542721	transcript	PE2	1	+	0
ENSG00000204983	NX_P07477	PRSS1	ENSG00000204983.13	protein_coding	7	142749468	142753076	protein	PE1	0	+	0
ENSG00000204991	NX_Q8WWL2	SPIRE2	ENSG00000204991.10	protein_coding	16	89818179	89871319	protein	PE1	0	+	0
ENSG00000205002	NX_Q4LEZ3	AARD	ENSG00000205002.3	protein_coding	8	116938199	116944487	protein	PE1	0	+	0
ENSG00000205022	NX_A6NDY0	PABPN1L	ENSG00000205022.9	protein_coding	16	88863333	88866660	transcript	PE2	1	-	0
ENSG00000205029	NX_Q8NGK9	OR5D16	ENSG00000205029.1	protein_coding	11	55838752	55839738	homology	PE3	1	+	0
ENSG00000205030	NX_Q8NGL0	OR5L2	ENSG00000205030.1	protein_coding	11	55827219	55828154	transcript	PE2	1	+	0
ENSG00000205038	NX_Q86WI1	PKHD1L1	ENSG00000205038.11	protein_coding	8	109362477	109530330	protein	PE1	0	+	0
ENSG00000205045	NX_Q6IEE8	SLFN12L	ENSG00000205045.8	protein_coding	17	35464249	35537861	transcript	PE2	1	-	1
ENSG00000205057	NX_Q5K130	CLLU1OS	ENSG00000205057.5	protein_coding	12	92420094	92428148	uncertain	PE5	0	-	0
ENSG00000205060	NX_Q969S0	SLC35B4	ENSG00000205060.10	protein_coding	7	134289332	134317051	protein	PE1	0	-	0
ENSG00000205076	NX_P47929	LGALS7	ENSG00000205076.4	protein_coding	19	38770971	38773492	protein	PE1	0	-	0
ENSG00000205078	NX_A8MT33	SYCE1L	ENSG00000205078.5	protein_coding	16	77199397	77213215	protein	PE1	0	+	0
ENSG00000205084	NX_Q9H6L2	TMEM231	ENSG00000205084.10	protein_coding	16	75536744	75556286	protein	PE1	0	-	0
ENSG00000205085	NX_Q6NXP2	FAM71F2	ENSG00000205085.11	protein_coding	7	128672288	128687872	protein	PE1	0	+	1
ENSG00000205086	NX_Q6ZV80	C2orf91	ENSG00000205086.6	protein_coding	2	41935368	41954266	transcript	PE2	1	-	1
ENSG00000205089	NX_Q6ZMN8	CCNI2	ENSG00000205089.7	protein_coding	5	132747445	132754403	protein	PE1	0	+	0
ENSG00000205090	NX_Q5SV17	TMEM240	ENSG00000205090.8	protein_coding	1	1535174	1540453	protein	PE1	0	-	1
ENSG00000205097	NX_Q64ET8	FRG2	ENSG00000205097.6	protein_coding	4	190024351	190027257	transcript	PE2	1	-	1
ENSG00000205100	NX_Q58FG1	HSP90AA4P	ENSG00000205100.2	transcribed_processed_pseudogene	4	189472965	189475192	uncertain	PE5	0	+	0
ENSG00000205108	NX_Q6ZU69	FAM205A	ENSG00000205108.5	protein_coding	9	34723055	34729467	protein	PE1	0	-	1
ENSG00000205111	NX_Q5MAI5	CDKL4	ENSG00000205111.8	protein_coding	2	39175646	39229588	protein	PE1	0	-	0
ENSG00000205116	NX_A6NKF7	TMEM88B	ENSG00000205116.3	protein_coding	1	1426128	1427787	protein	PE1	0	+	0
ENSG00000205126	NX_Q4AC99	ACCSL	ENSG00000205126.2	protein_coding	11	44047981	44059977	protein	PE1	0	+	0
ENSG00000205129	NX_A7E2U8	C4orf47	ENSG00000205129.8	protein_coding	4	185426249	185449826	protein	PE1	0	+	1
ENSG00000205133	NX_Q629K1	TRIQK	ENSG00000205133.11	protein_coding	8	92883530	93017673	protein	PE1	0	-	0
ENSG00000205138	NX_A6NFY7	SDHAF1	ENSG00000205138.3	protein_coding	19	35995199	35996315	protein	PE1	0	+	0
ENSG00000205143	NX_A6NKF2	ARID3C	ENSG00000205143.2	protein_coding	9	34621379	34628107	protein	PE1	0	-	0
ENSG00000205155	NX_Q9NZ42	PSENEN	ENSG00000205155.7	protein_coding	19	35745114	35747519	protein	PE1	0	+	0
ENSG00000205174	NX_A4D0T2	C7orf66	ENSG00000205174.4	lincRNA	7	108883975	108884587	predicted	PE4	1	-	1
ENSG00000205176	NX_Q8IX06	REXO1L1P	ENSG00000205176.3	transcribed_processed_pseudogene	8	85656442	85663497	uncertain	PE5	0	-	0
ENSG00000205177	NX_Q3C1V1	C11orf91	ENSG00000205177.6	protein_coding	11	33698261	33700801	protein	PE1	0	-	1
ENSG00000205186	NX_Q0Z7S8	FABP9	ENSG00000205186.2	protein_coding	8	81458341	81461579	protein	PE1	0	-	0
ENSG00000205189	NX_Q96DT7	ZBTB10	ENSG00000205189.11	protein_coding	8	80485619	80526265	protein	PE1	0	+	0
ENSG00000205208	NX_Q504U0	C4orf46	ENSG00000205208.4	protein_coding	4	158666679	158672255	protein	PE1	0	-	1
ENSG00000205209	NX_Q4G0G5	SCGB2B2	ENSG00000205209.7	protein_coding	19	34593329	34675699	transcript	PE2	1	-	1
ENSG00000205212	NX_Q6NUI1	CCDC144NL	ENSG00000205212.3	protein_coding	17	20836447	20896140	uncertain	PE5	0	-	0
ENSG00000205213	NX_Q9BXB1	LGR4	ENSG00000205213.13	protein_coding	11	27365961	27472775	protein	PE1	0	-	0
ENSG00000205215	NX_Q6ZRU5	-	ENSG00000205215.8	transcribed_unprocessed_pseudogene	17	20519312	20528687	uncertain	PE5	0	-	0
ENSG00000205220	NX_P40306	PSMB10	ENSG00000205220.11	protein_coding	16	67934502	67937087	protein	PE1	0	-	0
ENSG00000205221	NX_Q6UXI7	VIT	ENSG00000205221.12	protein_coding	2	36696690	36814792	protein	PE1	0	+	0
ENSG00000205238	NX_Q495Y8	SPDYE2	ENSG00000205238.9	protein_coding	7	102551232	102562308	protein	PE1	0	+	0
ENSG00000205250	NX_Q16254	E2F4	ENSG00000205250.8	protein_coding	16	67192169	67198918	protein	PE1	0	+	0
ENSG00000205267	NX_Q6IED9	DGAT2L7P	ENSG00000205267.5	unprocessed_pseudogene	7	101201809	101203526	uncertain	PE5	0	-	0
ENSG00000205268	NX_Q13946	PDE7A	ENSG00000205268.10	protein_coding	8	65717510	65842322	protein	PE1	0	-	0
ENSG00000205269	NX_Q5T4T1	TMEM170B	ENSG00000205269.5	protein_coding	6	11538278	11583524	protein	PE1	0	+	0
ENSG00000205277	NX_Q9UKN1	MUC12	ENSG00000205277.9	protein_coding	7	100969623	101018949	protein	PE1	0	+	0
ENSG00000205279	NX_Q4LDR2	CTXN3	ENSG00000205279.8	protein_coding	5	127649044	127658630	transcript	PE2	1	+	1
ENSG00000205301	NX_A6NG13	MGAT4D	ENSG00000205301.11	protein_coding	4	140442262	140498377	transcript	PE2	1	-	0
ENSG00000205302	NX_O60749	SNX2	ENSG00000205302.6	protein_coding	5	122774996	122830108	protein	PE1	0	+	0
ENSG00000205307	NX_Q8TEE9	SAP25	ENSG00000205307.11	protein_coding	7	100572228	100573820	protein	PE1	0	-	0
ENSG00000205309	NX_Q9NPB1	NT5M	ENSG00000205309.13	protein_coding	17	17303335	17347663	protein	PE1	0	+	0
ENSG00000205323	NX_P82979	SARNP	ENSG00000205323.8	protein_coding	12	55752463	55817756	protein	PE1	0	-	0
ENSG00000205325	NX_Q6ZS49	-	ENSG00000205325.1	lincRNA	17	14767583	14780203	uncertain	PE5	0	-	0
ENSG00000205327	NX_A6NDL8	OR6C68	ENSG00000205327.3	protein_coding	12	55492378	55493316	transcript	PE2	1	+	0
ENSG00000205328	NX_A6NJZ3	OR6C65	ENSG00000205328.2	protein_coding	12	55400430	55401505	transcript	PE2	1	+	0
ENSG00000205329	NX_Q9NZP0	OR6C3	ENSG00000205329.2	protein_coding	12	55330043	55332687	homology	PE3	1	+	0
ENSG00000205330	NX_Q96RD1	OR6C1	ENSG00000205330.4	protein_coding	12	55314343	55322364	transcript	PE2	1	+	0
ENSG00000205336	NX_Q9Y653	ADGRG1	ENSG00000205336.11	protein_coding	16	57610652	57665580	protein	PE1	0	+	0
ENSG00000205339	NX_O95373	IPO7	ENSG00000205339.9	protein_coding	11	9384622	9448126	protein	PE1	0	+	0
ENSG00000205352	NX_Q9NZ81	PRR13	ENSG00000205352.10	protein_coding	12	53441605	53446645	protein	PE1	0	+	0
ENSG00000205356	NX_Q7Z6L1	TECPR1	ENSG00000205356.9	protein_coding	7	98214624	98252251	protein	PE1	0	-	0
ENSG00000205358	NX_P80294	MT1H	ENSG00000205358.3	protein_coding	16	56669814	56671129	protein	PE1	0	+	0
ENSG00000205359	NX_Q86UG4	SLCO6A1	ENSG00000205359.9	protein_coding	5	102371782	102499016	protein	PE1	0	-	0
ENSG00000205361	NX_A1L3X4	MT1DP	ENSG00000205361.8	transcribed_unprocessed_pseudogene	16	56643705	56644786	uncertain	PE5	0	+	0
ENSG00000205362	NX_P04731	MT1A	ENSG00000205362.11	protein_coding	16	56638666	56640087	protein	PE1	0	+	0
ENSG00000205363	NX_Q2T9L4	INSYN1	ENSG00000205363.5	protein_coding	15	73735431	73752747	transcript	PE2	1	-	0
ENSG00000205364	NX_Q8N339	MT1M	ENSG00000205364.3	protein_coding	16	56632233	56633986	protein	PE1	0	+	0
ENSG00000205403	NX_P05156	CFI	ENSG00000205403.13	protein_coding	4	109740694	109802179	protein	PE1	0	-	0
ENSG00000205409	NX_Q96RD3	OR52E6	ENSG00000205409.3	protein_coding	11	5840928	5841952	transcript	PE2	1	-	0
ENSG00000205413	NX_Q5K651	SAMD9	ENSG00000205413.7	protein_coding	7	93099513	93118023	protein	PE1	0	-	0
ENSG00000205414	NX_Q6ZVL8	-	ENSG00000205414.1	antisense	16	50606076	50613684	transcript	PE2	1	-	1
ENSG00000205420	NX_P02538	KRT6A	ENSG00000205420.10	protein_coding	12	52487174	52493257	protein	PE1	0	-	0
ENSG00000205423	NX_Q8N9A8	CNEP1R1	ENSG00000205423.11	protein_coding	16	50024410	50037088	protein	PE1	0	+	0
ENSG00000205426	NX_Q14533	KRT81	ENSG00000205426.10	protein_coding	12	52285913	52291534	protein	PE1	0	-	0
ENSG00000205436	NX_Q17RC7	EXOC3L4	ENSG00000205436.7	protein_coding	14	103100144	103110559	protein	PE1	0	+	0
ENSG00000205439	NX_P60328	KRTAP12-3	ENSG00000205439.10	protein_coding	21	44657932	44658341	protein	PE1	0	+	0
ENSG00000205442	NX_Q5VZ72	IZUMO3	ENSG00000205442.12	protein_coding	9	24542952	24545946	protein	PE1	0	-	0
ENSG00000205445	NX_P60368	KRTAP10-2	ENSG00000205445.3	protein_coding	21	44550357	44551505	transcript	PE2	1	-	0
ENSG00000205456	NX_Q9ULZ0	TP53TG3;TP53TG3F;TP53TG3C;TP53TG3B;TP53TG3E	ENSG00000205456.11	protein_coding	16	32252719	32255922	transcript	PE2	1	+	0
ENSG00000205457	NX_Q9ULZ0	TP53TG3E;TP53TG3C;TP53TG3;TP53TG3F;TP53TG3B	ENSG00000205457.11	protein_coding	16	33193659	33196858	transcript	PE2	1	+	0
ENSG00000205464	NX_Q52LC2	ATP6AP1L	ENSG00000205464.12	protein_coding	5	82279462	82386977	transcript	PE2	1	+	0
ENSG00000205476	NX_A6NKD9	CCDC85C	ENSG00000205476.8	protein_coding	14	99500180	99604026	protein	PE1	0	-	0
ENSG00000205482	NX_A6NJR5	-	ENSG00000205482.9	unprocessed_pseudogene	7	77052785	77060512	uncertain	PE5	0	-	0
ENSG00000205494	NX_A6NMU1	OR52A4P	ENSG00000205494.9	transcribed_unprocessed_pseudogene	11	5120621	5124513	transcript	PE2	1	-	0
ENSG00000205495	NX_Q8NH60	OR52J3	ENSG00000205495.1	protein_coding	11	5046526	5047461	homology	PE3	1	+	0
ENSG00000205496	NX_Q8NGJ7	OR51A2	ENSG00000205496.1	protein_coding	11	4954772	4955713	homology	PE3	1	-	0
ENSG00000205497	NX_Q8NGJ6	OR51A4	ENSG00000205497.4	protein_coding	11	4942831	4947605	transcript	PE2	1	-	0
